Company Name,Deskripsi,Address,Telephone Number,Location
928. Hasdi Mustika Utama,"Supplier bahan bangunan terkemuka dengan kualitas terjamin dan harga bersaing. Mempunyai plywood dengan kualitas No.1 sampai no.3 dengan jenis Triplek, poly plywood dan Film Face Plywood",Jln. sunter agung utara raya Blok D1/5B Jakut Jakarta,( 021 ) 65307333,Produsen bahan bangunan
929. PT Catur Putera Perkasa,"Meat and Chicken Suplier, untuk kebutuhan Hotel, Restauran, Katering, Institusi",", 081250947777 Jakarta",( 021 ) 46832819,Distributor produk makanan
930. Rumah Makan Sahabat,"Masakan Padang,Melayani Nasi Box, Catering, Pesan Antar",Jl.Hankam Munjul No.1 Jakarta,( 021 ) 84594504,Restoran/ rumah makan
931. sekar arum florist,"Sekar arum florist menyediakan berbagai Bunga potong,daun dan sarana penunjang
rangkaian bunga dan dekorasi.",Jl.Sulaiman blok A-37 KebunJeruk Jakarta Barat Jakarta,"( 021 ) 53652601,95117707",Penyelenggara pesta
932. PT Sumber Pangan Jaya,"Premium sosis,burger dan nugget dengan merk BULAF. Tanpa menggunakan pengawet, pewarna & MSG dengan aroma smoke alami.","Jl. Cilandak Tengah no. 35, Cilandak, JakSel Jakarta","( 021 ) 75905917,7500673",Distributor produk makanan
933. Lembaga Pendidikan Profesi Perhotelan Dan Kapal Pesiar Insan Harapan,"Lembaga pendidikan yang khusus pada keahlian bidang perhotelan, Kapal Pesiar, Restoran/Rumah makan. Lulusannya 95% langsung terserap di industri yang diinginkan","Komplek Golden Boulevard Blok R, no 35 BSD City Jakarta",( 021 ) 68445368,Lembaga pendidikan
934. Ero Dental Clinic,"Praktek dokter gigi. Melayani : tambal estetika, implant, kawat gigi/orthodontic, gigi palsu, jewel tooth, pembersihan karang gigi, perawatan syaraf gigi, pencabutan gigi bungsu",Jl. Kelapa Sawit Raya No. 28 Jakarta Timur Jakarta,( 021 ) 85912943,Dokter gigi
935. Creative Group,"Jual aneka produk murah dan berkualitas. Jual Komputer, servis komputer, grosir herbal (habbat, madu, dll), Agen Asuransi Syariah, Agen Ahad Net, Agen Pulsa Elekrik termurah",Jl. Batu Ceper VI No.15 Rt.09/01 Gambir-JakPus Jakarta,( 021 ) 91736447,Distributor komputer
936. Depomart Privat,"Kursus komputer dengan pengajar berpengalaman di lebih dari 10 lembaga selama hampir 20th, Office works, Desain grafis, Desain website, Web programming, Animasi, Internet",Perumahan Jurangmangu Blok D1/7 Jakarta,( 021 ) 73446844,Kursus komputer
937. CV. Buana Trans Sejahtera,"CV.BUANA TRANS SEJAHTERA adalah perusahaan yang bergerak dalam bidang pengiriman barang via darat. Area Jawa,Bali dan Sumatera","JL. Karet  pasar baru barat II no:15, Karet tengsi Jakarta",( 021 ) 5721266,Ekspedisi darat
938. PT Subur Mitra Mandiri,Kami supplyer Spare part mesin diesel dan supply Genset. Sudah banyak perusahaan pelayaran besar dan PLN seluruh indonesia kita supply,komp. kartika jaya kav. G-30 bambu apus - Jaktim Jakarta,( 021 ) 8450519,Distibutor mesin
939. CV Global Energy Industries,"We are one of the leading  suppliers for product like Generator Power System, Power Transmission Equipment, Hydraulic Equipments,Diesel  and Gas Engines.",Kav. DKI Blok 151A/38 Meruya Selatan Jakarta Barat Jakarta,( 021 ) 46572378,Distibutor mesin
941. Interior Design,"Bidang usaha desain & perencanaan property. Residence, apartement, school ..etc",Papan mas blok F/26/2 Jakarta,( 021 ) 8825254,Arsitek
942. Toko Mas Agung,"Menjual berbagai model mas kuning, mas putih, berlian, gondang-gondang, dubai, kendari dan masih banyak lagi dengan harga murah dan berkulitas.",Jl.Pegangsaan Timur 7B no 18A Jakarta,( 021 ) 31902717,Toko perhiasan
943. PT Tjitra Lautan Abadi,"Handling pengurusan Pengangkutan Segala jenis barang dari Jakarta ke Sumatera, kalimantan dan sulawesi",Jln. KH. Noer ali No. 41 Bekasi 17148 Jakarta,( 021 ) 8867030,Angkutan barang
944. Cahaya Abadi,Asesoris Komputer Logitech dan HP Keyboard & Mouse,Harco Mangga Dua Lt.1 Blok B1 No.15 Jakarta,( 021 ) 6123155,Asesoris komputer
945. PT rindu order,Menerima pembuatan reklame out dor & indoor skala pabrik. Berbagai ukuran. Gratis website.,Jl. bintaro sektor 9 Jakarta,"( 021 ) 99999999,88888",Percetakan
946. PT Mitra Serasi Mandiri,Outsourcing - Recruitment - HR Service,Gading Kirana Barat IX Blok D 6/37 Kelapa Gading Jakarta,( 021 ) 45874106,Konsultan
947. PT Desain Tiga Selaras (Design Cube),"Specialize in Website, Logo & other type of Graphic Design. We are simply FUN, CREATIVE and RELIABLE.",Jl. Hayam Wuruk 125 Blok I-J Jakarta,( 021 ) 6490006,Disain web
948. Amex Transindo,"Perusahaan yang bergerak di bidang jasa transportasi dan pengiriman barang, berupa Dokumen, Paket, Cargo dengan menggunakan Kereta Api, Truck, dan Sky.","Jl. Kampung Bandan Raya, Kom. PJKA Jakarta",( 021 ) 68877883,Ekspedisi darat
951. Wisma Aldiron,Sebagai solusi terdepan bagi kebutuhan bisnis dan usaha anda kami memberikan layanan terbaik dalam jasa penyediaan tempat kantor yang strategis berlokasi di CBD.,Jln. Gatot Subroto Kav.72 Jakarta 12780 Jakarta,( 021 ) 7901000,Gedung pertemuan
952. Studiologi,Proffesional Photography and Rental Studio,Jl. Kemang Raya No. 9L Jakarta Selatan Jakarta,( 021 ) 7194849,Foto studio
953. PT Neutron Mitra Abadi,"International fumigation, pest control and termite control. Mengatasi segala hama (serangga, nyamuk, kecoa, tikus serta rayap",Jl. karya utama no.48 Jakarta,( 021 ) 7254679,Pergudangan
954. Vericom Computer Stores,"Jual beli baru dan bekas komputer,printer dotmatrik, laserjet, apple mac dijakarta dijemput",Jln. Bendungan Hilir Gg.5 No.7E Benhil Sudirman Jakarta,( 021 ) 57057226,Toko komputer
955. Platinum Audio,"Supplier Sound System & Equipment. Jual sound system conference, portable wireless toa 3200, alat karaoke dan sound untuk meeting, seminar, restoran, gereja, apartemen, hotel, kantor, hall, mall, masjid",Mgk Mega Kemayoran lt 1 blok c8 no. 1 Jakarta,( 021 ) 33020306,Toko elektronik
956. Login Computer,Login Computer,Mangga Dua Mall Lantai 4 No 34B Jakarta,( 021 ) 6120565,Toko komputer
957. PPSDM Prima Mandiri,"Ppusat kursus pajak brevet AB,brevet C,akuntansi dasar+accurate,akuntansi syariah","Jl. Jatinegara barat no. 163, Jak-Tim Jakarta",( 021 ) 91042578,Lembaga pendidikan
958. Prima Indishoft,"Prima Indisoft adalah brand untuk software pendidikan mulai dari tingkat TK sampai SMA. TK, SD, SMP, SMA dan Umum.",Kedoya Elok Plaza Blok DC 50 Jl. Panjang Jakarta,( 021 ) 5806203,Program komputer
959. Murah Jaya Winny,Kami menjual berbagai macam kerudung dan perlengkapan muslim lainnya yang berpusat di Tanah Abang.,Blok A Lt.B1 Los C No.5 Pasar Tanah Abang Jakarta,( 021 ) 32644945,Grosir pakaian
960. Klinik Prima Medika,"Pengobatan umum 24 jam, dokter gigi dan kecantikan. Pemeriksaan kehamilan, Khitan/sunat, Meratakan gigi/orthodontic dan lain - lain",Jl. Kelapa Sawit Raya No. 28 Jaktim Jakarta,( 021 ) 85912943,Klinik
961. Teloer Komputer,hardware - sales - service - software - networking - notebook,Mall Mangga Dua Lt.4 No B-6 Jl Arteri Mangga Dua R Jakarta,( 021 ) 6120575,Toko komputer
962. Rizki Jaya AC Mobil,"Service blower, Service kompresor, Ganti seal-seal, Pasang baru, Pasang bekas Bergaransi. Dapat mengerjakan di rumah",Jl. Jatimakmur Jakarta,( 021 ) 94623486,Perbaikan ac
963. Bumikon,"Bergerak di bidang Bahan Bangunan Konstruksi ( Mechanical/ Chemical Anchor, Formwork Accessories )dan Produk-Produk Kesehatan ( Pembalut Wanita AVAIL Anti Kanker, Melilea Anti Toxin dll )",DKI Jakarta Jakarta,( 021 ) 99417906,Produsen bahan bangunan
964. ATS Computer,"supplier komputer/parts, monitors, laptops and peripherals",Komp. Ruko Permata Ancol Blok L No.2 Jakut-14420 Jakarta,"( 021 ) 6453817,6456282,6455762",Toko komputer
965. BitCom,"Disrtibutor zyrex, notebook, computer, blockgrand",Mangga Dua mall lt.4 no.7 Jakarta,"( 021 ) 7127667,6010168",Toko elektronik
966. Abun Tailor,"Tempat bikin baju kemeja, jas, safari, batik, celana (pria, wanita & anak-anak)","Jl. Ciledug Raya No. 3, Rt. 05/06, Jak-Sel 12230 Jakarta",( 021 ) 98250863,Penjahit
967. KB TK Islam Birrul Amin,Kelompok Bermain dan Taman Kanak Kanak Islam yang berlokasi di Komp BRI Cipete Selatan Jakarta Selatan,Komp BRI Cipete Selatan Jl. Anggur II Cipete Jakse Jakarta,( 021 ) 7669264,Tk dan kelompok bermain
968. Seven Film,Spesialis kaca film untuk gedung dan film. Juga menjual asesoris mobil.,Jl. A. Karang Anyar No.45a Jakarta,( 021 ) 6018294,Perlengkapan mobil
969. Nibelth Clinic,"Nibelth Clinic merupakan penggabungan perawatan kulit oleh dokter dan Beauty terapi yang sangat efektif untuk kesehatan kulit anda. Acne, Whitening, Flek (Spot), Scar (bopeng), Keruput (Anti Aging), Tanda lahir/Tatoo, Slimming dan Bedah Kosmetik dll",Mangga Dua Square Lt GF Blok C No 58 Jakarta,( 021 ) 62312412,Klinik kecantikan
971. Flower Hut Florist Floral Design School,"Menyediakan rangkaian bunga fresh maupun artificial yang unik dan menarik. 
Untuk kemudahan anda, kami menerima order melalui internet. Kunjungi website kami!","Sentra Niaga Puri Indah Blok T3 no 11, Jak-Bar Jakarta",( 021 ) 58302980,Toko bunga
972. S - Pro Komputer,Menjual bermacam-macam accessoris koputer,Ruko Harko Mangga Dua Mall. Blok. M.24 Jakarta,( 021 ) 6121530,Distributor komputer
973. CV Langgeng Sentosa,"Rental Mobil Murah di Jakarta. Tersedia Avanza, Xenia, APV, Kijang Innova. Menyewakan kendaraan operasional Harian, Mingguan, Bulanan. Juga menyediakan paket Wedding : Mercedez Benz, BMW, Alphard,Camry",Jl. Cipinang Kebembem Rawa Mangun Jakarta,( 021 ) 46282715,Persewaan mobil
974. Laser Sight Indonesia,LASIK - Open your eyes to a life without Glasses & Contact Lenses!,"Gd Lasik, Jl. Kapt Tendean 30, Jakarta Selatan Jakarta",( 021 ) 7193388,Klinik
975. VW music,"Menjual berbagai merk keyboard musik / organ tunggal: Yamaha, Roland, Casio, Korg, dll.","Harco Mangga Dua Lantai Dasar Blok A No 68, Jakarta",( 021 ) 6125170,Toko elektronik
976. Toko Buku Online Bukukita dot com,"Toko buku Online bukukita.com menjual buku-buku berkualitas dengan harga hemat. Resensi, buku baru, buku anak-anak, buku masakan dan lain - lain","Perum Permata Puri Media, Jl Topaz Raya blok C2/12 Jakarta",( 021 ) 58350075-6,Toko buku
977. Wiratama Raya,Exclusive Hotel and Restaurant Equipment,Jl. Sunter Mas Utara Blok H1/17B1 Jakarta,( 021 ) 93105720,Penyedia hotel dan losmen
978. CV Media Teknologi,"Menjual alat survey, alat komunikasi, alat geologi dengan harga bersaing dan bergaransi",Jl. Raya Ciledug. Taman Shangrila Indah Unit.1 Jakarta,( 021 ) 7341681,Toko elektronik
979. TETRANS LOGISTICS,"The Real Cargo & Logistics Partner Of Best Choice. Special Express Service, Express Service 24 Hours, Regular Service","Jl. Kampung Bandan Raya, Kota Jakarta",( 021 ) 32442191,Angkutan barang
981. Andalus,"Distributor barang barang Saudi. Shisha hookha dan alat alatnya, Parfum, 
air zam zam galon, beras dan makan semua produk asli Saudi Arabia",Jl. Swakarsa No.36 Jakarta Timur Jakarta,( 021 ) 36536509,Distributor produk makanan
982. Nindya Utama Supplier Sayur Mayur,"Supplier Sayur Mayur. Melayani restoran, catering, hotel dan cafe",Bintaro Tangerang Jakarta,( 021 ) 94174225,Distibutor mesin
983. Supellex Home Furniture,Jual berbagi macam kebutuhan interior Rumah anda,Pakubuwono vi No. 51 Jakarta,( 021 ) 92870696,Pabrik mebel
984. Silver Line ( Trucking Service ),"Silver Line - Trucking Service adalah jasa transportasi pengiriman untuk barang - barang perusahaan. Dengan pengalaman yang kami miliki kami berkomitmen layanan cepat, tepat dan aman",Jl. Griya Utama Sunter Jakarta,( 021 ) 65310833,Angkutan barang
985. PT Online Djasa Processing,Bergerak dalam bidang expor - impor & perizinan,Jl. Enggano No. 76 Tg. Priok Jakarta,( 021 ) 43800326,Perijinan
986. Abacus Com,"Hardware, Software & Networking",Mangga Dua Mall Lt. 4 Blok A No. 51 Jakarta,( 021 ) 62301987,Asesoris komputer
987. UD Sumber Sejahtera ( Ayam Potong ),Supplier ayam potong negri dengan harga murah. Tersedia berbagai ukuran dari 6ons - 2kg. Kapasitas sampai dengan 30 ton per hari,Jl. 20 Desember no.90 & Jl. poris paradise 17 Jakarta,( 021 ) 95501122,Distributor produk makanan
988. PT Valen Bumi Jaya,valen sport damper is your real sport damper : stabilizer active for your car.,Kompleks Ruko Itc Roxy Mas C 2-No 25 Jakarta Pusat Jakarta,( 021 ) 63832259,Perlengkapan mobil
991. SD Pangudi Luhur,Sekolah Dasar,"Jl. Haji Nawi 21, Cilandak, Jakarta Selatan Jakarta",( 021 ) 7513693,Sekolah dasar
992. Cawang Indah Mebel,"Menjual segala merk springbed, kitchen set, kamar set, dining set, diswar, office furniture. Melayani cash and kredit",Otista raya 399 Jakarta,( 021 ) 8191988,Toko mebel
993. Integra Servis Komputer,"Servis Komputer Panggilan Jakarta Timur. Install ulang, reparasi recovery data, error, hang, lambat, kena virus, upgrade, install program, backup data, instalasi jaringan.",Jl. Taman Malaka Selatan Raya Blok K2/16 Jakarta,( 021 ) 86905648,Servis komputer
994. Etrading Securities,Etrading securities branch office BSD city,Etrading BSD blok RG/17 sektor IV BSD  Serpong Jakarta,( 021 ) 70053592,Layanan keuangan
995. PT Samudera Selaras Logistics,International Freight Forwarder,"Jl. Batu Ceper No.2 D, Jakarta Pusat 10120 Jakarta",( 021 ) 3452557,Angkutan barang
996. Sumber Auto Indonesia,General trading & importer auto accessory products in Indonesia,Mega Kemayoran Lt.5 Blok E8 No.1&7 Jakarta,"( 021 ) 6253803,6251062",Perlengkapan mobil
997. PT KIA Mobil Indonesia,KIA pusat mobil niaga rawamangun referensi KIA di indonesia,Jl. Pemuda kav 62 Rawamangun Jakarta,( 021 ) 68185200,Showroom mobil (baru)
998. Astra International Daihatsu,Main dealer mobil Daihatsu di Indonesia yang merupakan grup Astra,Rawamangun Jakarta,( 021 ) 93033866,Showroom mobil (baru)
999. Guna Makmur Abadi,"GMA bergerak dibidang mercendise Promosi ext Tas, Kaus, Kemeja, Topi, Jaket,payung,jam,organiser,Mug, Tumbler dan custom firnish",Jl.H.Muala no.55 Kemanggisan Ilir Jakarta,( 021 ) 99812650,Pembuatan iklan
1001. Guna Makmur Abadi,"GMA bergerak dibidang mercendise Promosi ext Tas, Kaus, Kemeja, Topi, Jaket,payung,jam,organiser,Mug, Tumbler dan custom firnish",Jl.H.Muala no.55 Kemanggisan Ilir Jakarta,( 021 ) 99812650,Pembuatan iklan
1002. Tokyo Nihongo Gakuin,,"Jl Gajah Mada 10, Petojo Utara, Gambir Jakarta",( 021 ) 6338379,Lembaga pendidikan
1003. Time Break,,Jl Menteng Raya Kompl Bintaro Jakarta,( 021 ) 74860369,Lembaga pendidikan
1004. The Propicient English Course,,"Jl Boulevard Raya Bl QF-3/2, Kelapa Gading Barat, Kelapa Gading Jakarta",( 021 ) 4507850,Kursus bahasa
1005. The Mafia Plus,,Jl Muara Karang Bl P-3 Tmr/38 Jakarta,( 021 ) 6678622,Lembaga pendidikan
1006. Texas International College,,"Jl Manggar 30, Tugu Selatan, Koja Jakarta",( 021 ) 4306707,Kursus bahasa
1007. Team G Swimming School,,"Jl Kedoya Duri Raya 38 RT 019/04, Kedoya Selatan, Kebon Jeruk Jakarta",( 021 ) 5809490,Lembaga pendidikan
1008. Taman Pendidikan Al Qurqn Baiturrahim,,"Jl Delima VI Gg VII 7, Malaka Jaya, Duren Sawit Jakarta",( 021 ) 86612740,Lembaga pendidikan
1009. Taman Pendidikan Al Quran Almuhajirin,,"Jl Bumi Pelita Kencana Bl A-8 RT 002/09, Pondok Cabe Hilir, Ciputat Jakarta",( 021 ) 74712814,Lembaga pendidikan
1010. Talitakum II,,"Jl Puri Indah Raya Ruko Sentra Niaga Puri Indah Bl T-3/9, Kedoya Selatan, Kebon Jeruk Jakarta",( 021 ) 58302976,Lembaga pendidikan
1011. T Bob Studio,,"Kompl Bukit Gading Indah Bl M/3, Pegangsaan Dua, Kelapa Gading Jakarta",( 021 ) 45852371,Lembaga pendidikan
1012. Super Learning,,"Kompl Puri Kencana Bl K-7/3-C, Kembangan Barat, Kembangan Jakarta",( 021 ) 5823177,Lembaga pendidikan
1013. Suka Moto,,Jl Kelapa Hybrida Raya Kompl K Jakarta,( 021 ) 45850443,Lembaga pendidikan
1014. Suite Education,,Jl Bangunan Brt 22 Jakarta,( 021 ) 4751750,Lembaga pendidikan
1015. Studi Islam Paramadina,,"Jl Metro Pd Indah Plaza 1 Pondok Indah Bl UA/20-21, Pondok Pinang, Kebayoran Lama Jakarta",( 021 ) 7501969,Lembaga pendidikan
1016. STM Taruna Bahari,,"Jl Puri Kembangan 2, Kedoya Selatan, Kebon Jeruk Jakarta",( 021 ) 58301125,Lembaga pendidikan
1017. STKK Cor Jesu,,"Jl Matraman Raya 129, Pal Meriam, Matraman Jakarta",( 021 ) 85907562,Lembaga pendidikan
1018. STDI Nurul Hidayah,,"Jl Jeruk Purut 10, Cilandak Timur, Pasar Minggu Jakarta",( 021 ) 78838073,Lembaga pendidikan
1019. Stan Analis Kridit,,"Jl Purnawarman 99, Selong, Kebayoran Baru Jakarta",( 021 ) 72792405,Lembaga pendidikan
1020. STAI Binamadani,,"Jl Pd Cabe Raya Ruko Pondok Cabe Mutiara Bl B/50, Pondok Cabe Hilir, Ciputat Jakarta",( 021 ) 7445380,Lembaga pendidikan
1021. SS Private,,"Jl Ciledug Raya 17 RT 005/06, Petukangan Utara, Pesanggrahan Jakarta",( 021 ) 7365703,Lembaga pendidikan
1022. SLB Zinia,,"Jl Tebet Brt I 1, Tebet Barat, Tebet Jakarta",( 021 ) 8294024,Lembaga pendidikan
1023. SLB Wisma Mutiara,,"Jl Krukut Raya 9 RT 015/04, Gandul, Limo Jakarta",( 021 ) 7543031,Lembaga pendidikan
1024. SLB Swakarya,,"Jl Mampang Prapatan XVIII 45, Mampang Prapatan, Mampang Prapatan Jakarta",( 021 ) 7988349,Lembaga pendidikan
1025. SLB Surya Wiyata,,"Jl Cempaka Bulak 27, Jati Waringin, Pondok Gede Jakarta",( 021 ) 8463776,Lembaga pendidikan
1026. SLB Santi Rama,,"Jl RS Fatmawati Raya, Cipete Selatan, Cilandak Jakarta",( 021 ) 7694741,Lembaga pendidikan
1027. SLB Pembina Tingkat Nasional Jakarta,,Jl Pertanian Raya Kompl SLB A Jakarta,( 021 ) 7657327,Lembaga pendidikan
1028. SLB Nusantara,,"Kp Kalibata 12 A RT 007/07, Serengseng Sawah, Jagakarsa Jakarta",( 021 ) 78885475,Lembaga pendidikan
1029. SLB Nurasih,,"Jl WR Supratman 51, Cempaka Putih, Ciputat Jakarta",( 021 ) 7426945,Lembaga pendidikan
1030. SLB Nur Abadi,,"Jl Jagakarsa I 17, Jaga Karsa, Jagakarsa Jakarta",( 021 ) 7874768,Lembaga pendidikan
1031. SLB Negeri Bag A Tunanetra,,"Jl Pertanian Raya, Lebak Bulus, Cilandak Jakarta",( 021 ) 7696074,Lembaga pendidikan
1032. SLB Negeri 01 Lenteng Agung,,"Jl Lagga Raya RT 011/02, Lenteng Agung, Jagakarsa Jakarta",( 021 ) 7820040,Lembaga pendidikan
1033. SLB Muara Sejahtera,,"Jl Trubus II 117 RT 004/04, Pondok Cabe Hilir, Ciputat Jakarta",( 021 ) 7423927,Lembaga pendidikan
1034. SLB Merpati,,"Jl Johor Baru III 2 RT 005/09, Johar Baru, Cempaka Putih Jakarta",( 021 ) 4207806,Lembaga pendidikan
1035. SLB Mawar Putih,,"Jl Swasembada Brt 11/64 B, Kebon Bawang, Tanjung Priok Jakarta",( 021 ) 4359972,Lembaga pendidikan
1036. SLB Marti Asih,,"Jl Pisangan Baru 1 A RT 009/14, Cipinang Muara, Jatinegara Jakarta",( 021 ) 85903940,Lembaga pendidikan
1037. SLB Kembar Karya,,"Jl Kapin Raya 53, Jati Bening, Pondok Gede Jakarta",( 021 ) 8648481,Lembaga pendidikan
1038. SLB Frobel Montessori,,"Jl Gas Alam 69 RT 005/06, Curug, Cimanggis Jakarta",( 021 ) 87753016,Lembaga pendidikan
1039. SLB Flora Indonesia,,"Jl Kemandoran V 2 RT 004/03, Grogol Utara, Kebayoran Lama Jakarta",( 021 ) 5487446,Lembaga pendidikan
1040. SLB C-1 Tri Asih 1,,"Jl Karmel Raya 2, Kebon Jeruk, Kebon Jeruk Jakarta",( 021 ) 5301741,Lembaga pendidikan
1041. SLB C-1 Sumber Asih 3,,"Jl Bahari Raya I 1 RT 009/07, Gandaria Selatan, Cilandak Jakarta",( 021 ) 7691574,Lembaga pendidikan
1042. SLB C Winasis,,"Jl Tebet Utr III-A 2, Tebet Timur, Tebet Jakarta",( 021 ) 8316637,Lembaga pendidikan
1043. SLB C Wimar Asih,,"Jl Pejaten Brt 24, Ragunan, Pasar Minggu Jakarta",( 021 ) 78841384,Lembaga pendidikan
1044. SLB C Triasih 2,,"Jl Karmel 2, Kebon Jeruk, Kebon Jeruk Jakarta",( 021 ) 53675998,Lembaga pendidikan
1045. SLB C Sang Timur,,"Jl Barata Pahala 37 C, Karang Mulya, Karang Tengah Jakarta",( 021 ) 7334374,Lembaga pendidikan
1046. SLB C Islam As Syafiiyah,,"Jl Jatiwaringin Raya 8 RT 005/08, Jati Waringin, Pondok Gede Jakarta",( 021 ) 8484540,Lembaga pendidikan
1047. SLB C Dian Grahita,,"Jl Angkasa I Bl B/16 Kav I, Gunung Sahari Utara, Sawah Besar Jakarta",( 021 ) 6540518,Lembaga pendidikan
1048. SLB C Budi Karya,,"Jl Bango III 22, Pondok Labu, Cilandak Jakarta",( 021 ) 7662225,Lembaga pendidikan
1049. SLB B Islam As Syafiiyah,,"Jl Jatiwaringin Raya 8 RT 009/08, Jati Waringin, Pondok Gede Jakarta",( 021 ) 8484540,Lembaga pendidikan
1050. SLB B Dan C Cempaka Putih,,"Jl Pangkalan Asam 1 RT 003/01, Cempaka Putih Barat, Cempaka Putih Jakarta",( 021 ) 4213734,Lembaga pendidikan
1051. SLB Autis Mandiri,,"Jl Jalak XI Kompl DPR Bl C-1/9 RT 003/09, Cempaka Putih, Ciputat Jakarta",( 021 ) 7342445,Lembaga pendidikan
1052. SLB Asih Budi,,"Jl Patra Kuningan XI, Kuningan Timur, Setia Budi Jakarta",( 021 ) 8299735,Lembaga pendidikan
1053. SLB Ar Rahman,,"Jl Dr Saharjo 100, Menteng Atas, Setia Budi Jakarta",( 021 ) 8304856,Lembaga pendidikan
1054. SLB Abdi Pratama,,"Jl Munjul RT RT 004/02, Munjul, Cipayung Jakarta",( 021 ) 8441313,Lembaga pendidikan
1055. SKKP Negeri,,Jl Dr Sutomo 1 Jakarta,( 021 ) 3811733,Lembaga pendidikan
1056. SIS Singapore School,,"Jl Walet Elok V Kompl Pantai Indah Kapuk Bl R/9, Kapuk Muara, Penjaringan Jakarta",( 021 ) 55964355,Lembaga pendidikan
1057. Sinotif,,Jl Danau Sunter Utr Bl B-1B/11 Jakarta,( 021 ) 64711780,Lembaga pendidikan
1058. SHG Training Centre,,"Jl Rawajati Tmr II/64 B, Rawajati, Pancoran Jakarta",( 021 ) 7986252,Lembaga pendidikan
1059. SFC Klub Pengembangan Diri,,"Jl Dr Sam Ratulangi Ruko Sentra Menteng Bl MN/88-P Kompl Bintaro Jaya Sektor VII, Pondok Aren, Pondok Aren Jakarta",( 021 ) 74863945,Lembaga pendidikan
1060. Sentrum Pengembangan Pribadi PT,,Jl Jend Sudirman Kav 29-31 Wor Jakarta,( 021 ) 5278563,Lembaga pendidikan
1061. Sempoa Indonesia Pratama,,Jl Kesehatan Raya 7-C Jakarta,( 021 ) 2312112,Lembaga pendidikan
1062. Sekretariat Pembangunan Public Wing,,Jl Diponegoro 71 Jakarta,( 021 ) 31903469,Lembaga pendidikan
1063. Sekolah Web Indonesia,,"Jl Pluit Indah Raya 25, Pejagalan, Penjaringan Jakarta",( 021 ) 6683971,Lembaga pendidikan
1064. Sekolah Tinggi Theologi LETS,,"Kompl Grogol Permai Bl H/19, Jelambar, Grogol Petamburan Jakarta",( 021 ) 5679384,Lembaga pendidikan
1065. Sekolah Tinggi Ilmu Dakwah Moh Natsir,,"Jl Kramat Raya 45, Kramat, Senen Jakarta",( 021 ) 2305957,Lembaga pendidikan
1066. Sekolah Teologia,,"Jl Melati 39/41, Rawa Badak, Koja Jakarta",( 021 ) 43932772,Lembaga pendidikan
1067. Sekolah Teologi Reformed Injili Jakarta,,"Jl HR Rasuna Said Kav B-9 Menara Duta Wings B Lt Lower Lobby, Setiabudi, Setia Budi Jakarta",( 021 ) 5207899,Lembaga pendidikan
1068. Sekolah Tenis Kelapa Gading,,"Jl Boulevard Raya Ged Klub Kelapa Gading, Kelapa Gading Barat, Kelapa Gading Jakarta",( 021 ) 4532752,Lembaga pendidikan
1069. Sekolah Sempoa AKI,,"Kompl Bukit Raflesia Bl AB/2, Harjamukti, Cimanggis Jakarta",( 021 ) 8449544,Lembaga pendidikan
1070. Sekolah Santo Lukas Penginjil,,"Jl Ancol Slt II 1, Tanjung priok, Tanjung Priok Jakarta",( 021 ) 6459431,Lembaga pendidikan
1071. Sekolah Remaja Masa Depan,,"Jl Gudang Peluru Brt Bl P/386, Kebon Baru, Tebet Jakarta",( 021 ) 8290201,Lembaga pendidikan
1072. Sekolah Rambut Make Up Christopher,,"Jl Raya Pancoran Chandra Bldg Lt 1 234, Gondangdia, Menteng Jakarta",( 021 ) 63851719,Lembaga pendidikan
1073. Sekolah Perawat Kesehatan Kesdam Jaya,,"Jl Kramat Raya 174, Kenari, Senen Jakarta",( 021 ) 31900313,Lembaga pendidikan
1074. Sekolah Penerbang Avindo Angkasa,,"Bandara Halim Perdanakusuma Lt Dasar, Halim Perdanakusumah, Makasar Jakarta",( 021 ) 8009709,Lembaga pendidikan
1075. Sekolah Pendidikan Maritim Pembangunan,,"Jl Manunggal II 67 RT 004/04, Rambutan, Ciracas Jakarta",( 021 ) 87799309,Lembaga pendidikan
1076. Sekolah Pendidikan Kesehatan YPDR,,"Jl H Ipin 57, Pondok Labu, Cilandak Jakarta",( 021 ) 7513475,Lembaga pendidikan
1077. Sekolah Pelayaran Menengah Makarya,,Jl Pinang I 52 Jakarta,( 021 ) 75906267,Lembaga pendidikan
1078. Sekolah Matahariku,,Jl Tumaritis 11 RT 003/05 Jakarta,( 021 ) 7695475,Lembaga pendidikan
1079. Sekolah Luar Biasa Pangudi Luhur,,"Jl Pesanggrahan 125, Pesanggrahan, Pesanggrahan Jakarta",( 021 ) 5804223,Lembaga pendidikan
1080. Sekolah Lembaga Pendidikan Hukum Hotman Paris,,"Jl Boulevard Brt Raya Bl LC-7/25, Kelapa Gading Barat, Kelapa Gading Jakarta",( 021 ) 4521547,Lembaga pendidikan
1081. Sekolah Layar Nasional,,Jl Lodan Tmr 7 Taman Impian Ja Jakarta,( 021 ) 9220340,Lembaga pendidikan
1082. Sekolah Kebidanan Dep Kes RS Fatmawati,,"Jl RS Fatmawati 45, Gandaria Selatan, Cilandak Jakarta",( 021 ) 7656536,Lembaga pendidikan
1083. Sekolah Jubilee,,"Jl Sunter Jaya I 1, Sunter Agung, Tanjung Priok Jakarta",( 021 ) 65300100,Lembaga pendidikan
